,Atölye-İşlik,BTSınıfı,Bahçe,Bağlantı,BilimselEtkinlikler,DersBaşlamaveBitiş,Derslik,FenLabaratuarı,FenLaboratuarı,HazırlıkSınıfı,IsınmaŞekli,Kantin,KonferansSalonu,KontenjanBilgileri,Kütüphane,LojmanBilgisi,LojmanSayısı,Misafirhane,MüzikSınıfı,OkulunYGS/LYSBaşarıDurumu,PansiyonBilgisi,ProjeÇalışmaları,RehberÖğretmen,ResimSınıfı,Revir,ServisBilgisi,SporSalonu,SportifEtkinlikler,Taban-TavanPuanBilgileri,YABANCIDIL,Yemekhane,YurtdışıProjeFaaliyetleri,adres,isim,semt,Öğrenci,ÖğretimŞekli,Öğretmen,İlveİlçeMerkezineUzaklık,url
,1,1,0,,,,30,1,,0,,0,1,,0,,,0,,,,,,,0,,1,,,,0,,"Çamlık Mah. Gaziler Cad. Başak Sok. no1 Çekmeköy, İstanbul",-çamlık ortaokulu,Tüm ilçeler,1199,NORMALEĞİTİM,48,,http://cekmekoycamlikortaokulu.meb.k12.tr/meb_iys_dosyalar/34/38/732667/okulumuz_hakkinda.html
,3,1,0,,,,17,0,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,,-halk eğitimi merkezi,ÇEKMEKÖY,0,Tamyıltamgün,13,,http://cekmekoyhem.meb.k12.tr/meb_iys_dosyalar/34/38/970128/okulumuz_hakkinda.html
,0,0,0,,,,38,0,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Mimar Sinan Mah. Mimar Sinan Cad. Akkon Sok No 24 Çekmeköy /İSTANBUL,-çekmeköy i̇lkokulu,Tüm ilçeler,2155,İkili,79,,http://cekmekoyilkokulu.meb.k12.tr/meb_iys_dosyalar/34/38/732666/okulumuz_hakkinda.html
,2,1,0,,,,3,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,1,,Kirazlıdere Mah. Sultangazi Cad. No.1 Kat.3 Çekmeköy / İstanbul      Posta Kodu. 34788,-çekmeköy mesleki eğitim merkezi,ÇEKMEKÖY,350,Tamgün,10,,http://cekmekoymem.meb.k12.tr/meb_iys_dosyalar/34/38/970658/okulumuz_hakkinda.html
,0,1,0,,,,18,1,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,Mimar Sinan Mah. Mimar Sinan Cad. Akkon Sitesi Emin Sok No 24 Çekmeköy /İSTANBUL,-çekmeköy ortaokulu,Tüm ilçeler,879,İkiliEğitim,39,,http://cekmekoyortaokulu.meb.k12.tr/meb_iys_dosyalar/34/38/732656/okulumuz_hakkinda.html
,0,0,0,,,,0,0,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,1,,"ÇATALMEŞE MAHALLESİ, SULTANSUYU CADDESİ, 235. SOKAK NO6 ÇEKMEKÖY/İSTANBUL",-çekmeköy rehberli̇k ve araştirma merkezi̇,Tüm ilçeler,0,,7,,http://cekmekoyram.meb.k12.tr/meb_iys_dosyalar/34/38/759475/okulumuz_hakkinda.html
,2,0,1,,,,37,0,,0,,1,1,,1,,,0,0,,,,3,0,0,,1,,,,0,,Kirazlıdere Mah. Kazım Karabekir Cad. No34 Çekmeköy/İstanbul,-çekmeköy toki̇ çok programlı anadolu lisesi,Tüm ilçeler,1257,GündüzlüÖğretim.,71,,http://cekmekoytoki.meb.k12.tr/meb_iys_dosyalar/34/38/973355/okulumuz_hakkinda.html
,0,0,0,,,,5,0,,0,,1,0,,1,,,0,0,,,,1,0,0,,0,,,,0,,Koçullu Mahallesi Denizatı Sk.No 4 ÇEKMEKÖY İSTANBUL,-çekmeköy saadet yılmaz i̇lkokulu,Tüm ilçeler,91,Normal,6,,http://cekmekysaadetyilmaz.meb.k12.tr/meb_iys_dosyalar/34/38/727070/okulumuz_hakkinda.html
,0,0,0,,,,28,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,1,,Huzur Mahallesi Oyak Sitesi Okul cad. No1 Sarıyer,-türk eğitim vakfı celalettin buluğ i̇lkokulu,ŞİŞLİ,685,Tamgün,29,,http://celalettinbulug.meb.k12.tr/meb_iys_dosyalar/34/20/737178/okulumuz_hakkinda.html
,0,2,0,,,,37,1,,0,,1,1,,1,,,0,0,,,,2,0,0,,1,,,,0,,5 Telsiz Mah. Rauf Denktaş Cad. 103/4 sok. No41.     Zeytinburnu / İSTANBUL,-celalettin gözüsulu i̇lkokulu,ZEYTİNBURNU,1784,İkili,81,,http://celalettingozusuluio.meb.k12.tr/meb_iys_dosyalar/34/24/731663/okulumuz_hakkinda.html
,0,0,1,,,,31,0,,0,,1,1,,1,,,0,0,,,,1,0,0,,1,,,,0,, Kayabaşı Mah.Kayaşehir Bulvarı Melikşah sk. No12  KAYAŞEHİR/BAŞAKŞEHİR/İSTANBUL P.K. 340494,-toki̇ celalettin ökten kız anadolu i̇mam hatip lisesi,BAŞAKŞEHİR,813,TekliÖğretim,57,,http://celalettinoktenaihl.meb.k12.tr/meb_iys_dosyalar/34/36/974348/okulumuz_hakkinda.html
,1,2,0,ADSL(8Mbit),,09:00--14:20,12,,1,0,doğalgaz,0,1,,1,,0,1,,,,,,,0,,1,,,,0,,,-mehmet akif ersoy ortaokulu,BÜYÜKÇEKMECE,350,tamgün,13,Büyükçekmeceilçemerkezineuzaklık15km.,http://celaliyemae.meb.k12.tr/meb_iys_dosyalar/34/06/732870/okulumuz_hakkinda.html
,0,0,1,,,,19,0,,0,,1,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,Kayışdağı Mahallesi Kayışdağı Yolu Caddesi Yavuzbey Sokak No1 Ataşehir/İSTANBUL,-celal yardımcı i̇lkokulu,Tüm ilçeler,994,İkili,45,,http://celalyardimciio.meb.k12.tr/meb_iys_dosyalar/34/34/727021/okulumuz_hakkinda.html
,1,1,0,,,,15,0,,0,,0,0,,1,,,0,1,,,,3,0,0,,1,,,,0,,,-celal yardımcı ortaokulu,ATAŞEHİR,1050,İkili,49,,http://celalyardimcioo.meb.k12.tr/meb_iys_dosyalar/34/34/727020/okulumuz_hakkinda.html
,0,0,0,,,,8,0,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,ÇELİKTEPE MAH. ULUBATLI CAD. NO32 KAĞITHANE,-çeli̇ktepe ortaokulu,KAĞITHANE,456,İkili,19,,http://celiktepeoo.meb.k12.tr/meb_iys_dosyalar/34/13/750487/okulumuz_hakkinda.html
,0,0,1,,,,5,0,,0,,0,0,,1,,,0,0,,,,0,0,0,,0,,,,0,,Çeltik Mah.Çanta Cad.NO18  SİLİVRİ / İSTANBUL,-çeltik i̇lkokulu,SİLİVRİ,68,normal,6,,http://celtikilkokulu.meb.k12.tr/meb_iys_dosyalar/34/18/731315/okulumuz_hakkinda.html
,0,0,0,,,,16,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,,-cemal artüz i̇mam hati̇p ortaokulu,BEYOĞLU,500,Normal,17,,http://cemalartuziho.meb.k12.tr/meb_iys_dosyalar/34/05/760487/okulumuz_hakkinda.html
,0,0,1,,,,28,1,,0,,1,1,,1,,,0,1,,,,2,0,1,,1,,,,1,,,-cemal diker i̇lkokulu,KADIKÖY,555,NormalEğitim,31,,http://cemaldiker.meb.k12.tr/meb_iys_dosyalar/34/12/738561/okulumuz_hakkinda.html
,1,1,1,,,,25,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,M.Kemalpaşa Mah. Eski Edirne Cad. No1440 Arnavutköy İSTANBUL,-cemal reşit rey i̇lkokulu,ARNAVUTKÖY,1255,İkiliÖğretim,55,,http://cemalresitreyilkokulu.meb.k12.tr/meb_iys_dosyalar/34/35/727271/okulumuz_hakkinda.html
,0,1,0,,,,24,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,"Çemberlitaş Anadolu Lisesi , Yeniçeriler Cad. Evkaf Sok. No 10 Çemberlitaş/Fatih/ İstanbul",-çemberlitaş anadolu lisesi,FATİH,630,TekliÖğretim,40,,http://cemberlitasanadolu.meb.k12.tr/meb_iys_dosyalar/34/10/970257/okulumuz_hakkinda.html
,0,1,1,ADSL(8Mbit),,08:50-14:30,31,,1,0,Doğalgaz,1,1,,1,,0,0,1,,,,2,0,1,,0,,,İngilizce,0,,,-cemile besler i̇lkokulu,Tüm ilçeler,779,Tekli,43,4-7km,http://cemilebeslerilkokulu.meb.k12.tr/meb_iys_dosyalar/34/34/727006/okulumuz_hakkinda.html
,1,1,1,,,,25,1,,0,,1,1,,1,,,0,1,,,,1,1,0,,1,,,,0,,Güllübağlar mah. Azizoğlu cad. No 114 Pendik,-cemile çopuroğlu ortaokulu,PENDİK,1255,İkiliÖğretim,70,,http://cemilecopurogluortaokulu.meb.k12.tr/meb_iys_dosyalar/34/16/739936/okulumuz_hakkinda.html
,0,1,0,,,,16,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,,-cemil türker ortaokulu,TUZLA,345,Normal,25,,http://cemilturker.meb.k12.tr/meb_iys_dosyalar/34/32/307892/okulumuz_hakkinda.html
,0,1,0,,,,14,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,,-cemil türker i̇lkokulu,TUZLA,335,Normal,20,,http://cemilturkerio.meb.k12.tr/meb_iys_dosyalar/34/32/736701/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,09:00-16:30,28,,1,0,KALORİFER,0,1,,1,,1,0,,,,,,,0,,0,,,,1,,,-cenap şahabettin i̇lkokulu,KADIKÖY,669,NORMALÖĞRETİM,34,"İlmerkezine8km,ilçemerkezine3km´dir.",http://cenapsahabettinilkokulu.meb.k12.tr/meb_iys_dosyalar/34/12/741631/okulumuz_hakkinda.html
,0,0,0,,,,16,0,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Çengelkoy Mah.Çengelköy Cad.No73 Çengelköy/ÜSKÜDAR,-çengelköy i̇lkokulu,ÜSKÜDAR,568,Normal,20,,http://cengelkoyilkokulu.meb.k12.tr/meb_iys_dosyalar/34/22/736335/okulumuz_hakkinda.html
,0,1,1,,,,35,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,,-cengizhan ortaokulu,Tüm ilçeler,1477,İKİLİ,75,,http://cengizhanortaokulu.meb.k12.tr/meb_iys_dosyalar/34/13/732116/okulumuz_hakkinda.html
,2,0,1,,,,25,0,,0,,1,1,,1,,,0,0,,,,1,0,0,,0,,,,0,,Cumhuriyet Mah. Murat Sokak No28 Tarabyaüstü/ Sarıyer / İstanbul,-cevat koçak mesleki ve teknik anadolu lisesi,SARIYER,1070,TAMGÜN,49,,http://cevatkocakmtal.meb.k12.tr/meb_iys_dosyalar/34/17/811270/okulumuz_hakkinda.html
,1,1,0,,,,31,1,,0,,1,1,,1,,,0,0,,,,1,0,0,,1,,,,1,,Cevatpaşa Mahallesi Millet Cad.No193 İç Kapı No1 Bayrampaşa,-cevatpaşa ortaokulu,BAYRAMPAŞA,1103,NormalEğitim,53,,http://cevatpasaortaokulu.meb.k12.tr/meb_iys_dosyalar/34/25/733451/okulumuz_hakkinda.html
,2,1,0,,,,40,2,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,1,,,-cevdet şamikoğlu ortaokulu,Tüm ilçeler,1032,,68,,http://cevdetsamikogluoo.meb.k12.tr/meb_iys_dosyalar/34/13/741459/okulumuz_hakkinda.html
,0,0,0,,,,13,1,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,,-güzelce cevdet zebure kotan i̇lkokulu,BÜYÜKÇEKMECE,264,Normal,13,,http://cevdetzeburekotanilkokulu.meb.k12.tr/meb_iys_dosyalar/34/06/732899/okulumuz_hakkinda.html
,0,0,0,,,,9,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Güzelce Mah. PTT Caddesi Güzelce Cami Yanı No15/1 BÜYÜKÇEKMECE/İSTANBUL,-güzelce cevdet zebure kotan ortaokulu,BÜYÜKÇEKMECE,212,Normal,13,,http://cevdetzeburekotanortaokulu.meb.k12.tr/meb_iys_dosyalar/34/06/732898/okulumuz_hakkinda.html
,2,2,0,,,,42,2,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,1,,Cevizli Mh. Selanik Cd. Tunceli Sk. No13 34865 Kartal/İSTANBUL,-cevizli ortaokulu,KARTAL,1394,TamZamanlı,77,,http://cevizli.meb.k12.tr/meb_iys_dosyalar/34/14/741212/okulumuz_hakkinda.html
,0,0,1,,,,36,2,,0,,1,1,,1,,,0,0,,,,3,0,1,,0,,,,1,,,-cevizli anadolu i̇mam hatip lisesi,KARTAL,946,NORMAL,72,,http://cevizliaihl.meb.k12.tr/meb_iys_dosyalar/34/14/970873/okulumuz_hakkinda.html
,0,1,0,ADSL(1Mbit),,08.40-14.40,4,,0,0,Doğalgaz,0,0,,1,,0,0,,,,,,,0,,0,,,,0,,,-cevrikalfa i̇lkokulu,FATİH,300,NormalÖğretim,4,6km,http://cevrikalfa.meb.k12.tr/meb_iys_dosyalar/34/10/741952/okulumuz_hakkinda.html
,0,0,0,ADSL(4Mbit),,07:3012:20,17,,1,0,Doğalgaz,0,0,,0,0,0,0,,,,,,,0,,0,,,,0,,,-cezayirli gazi hasanpaşa i̇lkokulu,BEYOĞLU,911,İkili,34,Merkez,http://cezayirligazihasanpasailkokulu.meb.k12.tr/meb_iys_dosyalar/34/05/733233/okulumuz_hakkinda.html
,0,0,1,,,,20,0,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,MOLLA HÜSREV MH. HİMMET SK. NO7/11 VEFA/FATİH/İSTANBUL,-cibali şehit i̇lhan varank anadolu i̇mam hatip lisesi,FATİH,1004,TEKLİ(NORMAL),53,,http://cibaliaihl.meb.k12.tr/meb_iys_dosyalar/34/10/969666/okulumuz_hakkinda.html
,2,1,1,,,,28,1,,0,,1,1,,1,,,0,1,,,,2,2,0,,0,,,,1,,Bağdat Caddesi No 219/A 34731 Kadıköy,-çi̇ftehavuzlar ortaokulu,KADIKÖY,651,Normal,53,,http://ciftehavuzlarortaokulu.meb.k12.tr/meb_iys_dosyalar/34/12/758686/okulumuz_hakkinda.html
,0,1,0,,,,4,1,,0,,0,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,,-çiftlikköy i̇lkokulu,ÇATALCA,104,TekliÖğretim,4,,http://ciftlikkoyilkokulu.meb.k12.tr/meb_iys_dosyalar/34/07/732823/okulumuz_hakkinda.html
,0,1,0,,,,5,1,,0,,0,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,,-çiftlikköy ortaokulu,ÇATALCA,106,TekliÖğretim,6,,http://ciftlikkoyortaokulu.meb.k12.tr/meb_iys_dosyalar/34/07/732822/okulumuz_hakkinda.html
,0,0,0,ADSL(4Mbit),,,4,,0,0,MerkeziSistem,0,0,,0,,0,0,,,,,,,0,,0,,,,1,,,-çiğdem anaokulu,KÜÇÜKÇEKMECE,110,TamGün,7,,http://cigdemanaokulu.meb.k12.tr/meb_iys_dosyalar/34/15/752047/okulumuz_hakkinda.html
,5,1,0,,,,6,0,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,Pürtelaş Hasan Efendi Mah.Samanyolu Sok.No.10 CİHANGİR /BEYOĞLU,-cihangir halk eğitimi merkezi,BEYOĞLU,7183,,11,,http://cihangirhem.meb.k12.tr/meb_iys_dosyalar/34/05/159330/okulumuz_hakkinda.html
,0,0,0,,,,14,0,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,Cihangir Mahallesi Talatpaşa Cad. No49 Avcılar,-cihangir i̇lkokulu,AVCILAR,986,İKİLİÖĞRETİM,33,,http://cihangirilkokulu.meb.k12.tr/meb_iys_dosyalar/34/26/727551/okulumuz_hakkinda.html
,1,1,1,,,,19,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,1,,Kılıçali Paşa Mh. Kumrulu Sk. No12 Cihangir/Beyoğlu İSTANBUL,-cihangir münir özkul ortaokulu,BEYOĞLU,560,TEKLİ,33,,http://cihangiroo.meb.k12.tr/meb_iys_dosyalar/34/05/733230/okulumuz_hakkinda.html
,0,1,0,,,,40,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Cihangir Mah. Talatpaşa Cad. No49  Avcılar/İstanbul,-cihangir ortaokulu,AVCILAR,2103,İkiliEğitim-Öğretimyapılmaktadır.,90,,http://cihangirortaokulu.meb.k12.tr/meb_iys_dosyalar/34/26/727550/okulumuz_hakkinda.html
,0,1,1,,,,32,4,,0,,1,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,Esenşehir Mah. Karaçam Sok. No 3/1 Ümraniye İstanbul,-ümrani̇ye celaleddi̇n ökten hoca i̇mam hati̇p ortaokulu,ÜMRANİYE,445,TamGün,19,,http://coktenhocaiho.meb.k12.tr/meb_iys_dosyalar/34/21/762267/okulumuz_hakkinda.html
,8,3,0,,,,21,0,,0,,1,1,,1,,,0,0,,,,3,0,1,,0,,,,0,,Murat Reis Mah. Çavuşdere Cad. Şehit Aydın CANAY Sok. No26 Üsküdar/İSTANBUL,-cumhuriyet mesleki ve teknik anadolu lisesi,ÜSKÜDAR,1000,TekliÖğretim,76,,http://cumhuriyetkml.meb.k12.tr/meb_iys_dosyalar/34/22/966564/okulumuz_hakkinda.html
,0,0,1,ADSL(1Mbit),,,12,,0,0,Doğalgaz,0,0,,0,,0,0,0,,,,0,0,0,,0,,,,1,,,-çağdaş yaşam eşref ve sadullah kıray anaokulu,KAĞITHANE,501,ikilieğitim,24,2km,http://cyesk.meb.k12.tr/meb_iys_dosyalar/34/13/966368/okulumuz_hakkinda.html
,0,1,1,ADSL(1Mbit),,,9,,0,0,,1,1,,0,,0,0,0,,,,0,0,0,,0,,,,0,,,-çağdaş yaşam - n.kamuran emiroğlu i̇lkokulu,BÜYÜKÇEKMECE,324,NORMAL,11,OkulumuzİstanbulİliBeylikdüzüilçesimerkezindeyeralmaktadır.,http://cynkamuranemiroglu.meb.k12.tr/meb_iys_dosyalar/34/06/969833/okulumuz_hakkinda.html
,0,0,0,,,,12,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Ahmet Yesevi Mahallesi Barbaros Caddesi Gündüz Sokak No 42 Sultanbeyli / İSTANBUL,-çağdaş yaşam türkan tutumluer i̇lkokulu,SULTANBEYLİ,354,NORMALEĞİTİM,14,,http://cyttutumluerilk.meb.k12.tr/meb_iys_dosyalar/34/31/738770/okulumuz_hakkinda.html
,0,0,1,,,,18,0,,0,,1,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,Yukarı Dudullu Mah. Divan Caddesi. No 8 Ümraniye / İSTANBUL,-davut akidil i̇lkokulu,ÜMRANİYE,647,TamGün,19,,http://davutakidililkokulumebk12tr.meb.k12.tr/meb_iys_dosyalar/34/21/510667/okulumuz_hakkinda.html
,0,1,0,,,,26,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Cumhuriyet Mahallesi Mevlana Caddesi  No/3  Bahçelievler / İstanbul 34186,-dede korkut anadolu lisesi,BAHÇELİEVLER,813,NORMAL,53,,http://dedekorkutal.meb.k12.tr/meb_iys_dosyalar/34/28/323744/okulumuz_hakkinda.html
,0,1,1,,,,24,1,,0,,1,1,,1,,,0,0,,,,1,0,0,,0,,,,1,,ADRES Aydınlı Mah. Yeniyurt Sok. No53 TUZLA / İSTANBUL ,-dede korkut ortaokulu,TUZLA,476,TEKLİÖĞRETİM,33,,http://dedekorkuttuzla.meb.k12.tr/meb_iys_dosyalar/34/32/733611/okulumuz_hakkinda.html
,1,1,0,,,,24,1,,0,,0,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,"Göksu Mahallesi, Baruthane Caddesi No3 Beykoz İstanbul",-defterdar mehmet bey i̇lkokulu,BEYKOZ,653,"NormalEğitim
",32,,http://defterdarmehmetbeyilkokulu.meb.k12.tr/meb_iys_dosyalar/34/04/733309/okulumuz_hakkinda.html
,6,1,1,,,,21,3,,0,,1,1,,1,,,0,0,,,,1,1,0,,0,,,,0,,,-değirmenköy i̇mkb çok programlı anadolu lisesi,SİLİVRİ,520,NORMAL,40,,http://degirmenkoycpl.meb.k12.tr/meb_iys_dosyalar/34/18/745974/okulumuz_hakkinda.html
,0,0,0,,,,19,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,,-değirmenköy fevzipaşa i̇lkokulu,SİLİVRİ,409,Normal,22,,http://degirmenkoyfevzipasa.meb.k12.tr/meb_iys_dosyalar/34/18/731320/okulumuz_hakkinda.html
,0,0,0,,,,9,0,,0,,0,0,,1,,,0,,,,,,,0,,0,,,,0,,Deliklikaya Mahallesi Hadımköy Arnavutköy / İSTANBUL,-deliklikaya i̇lkokulu,ARNAVUTKÖY,394,2lieğitim,15,,http://deliklikayailkokulu.meb.k12.tr/meb_iys_dosyalar/34/35/727269/okulumuz_hakkinda.html
,0,0,0,,,,15,1,,0,,0,1,,1,,,0,1,,,,1,1,0,,0,,,,0,,Deliklikaya Mahallesi  Arnavutköy / İSTANBUL,-deliklikaya ortaokulu,ARNAVUTKÖY,389,NormalÖğretim,20,,http://deliklikayaortaokulu.meb.k12.tr/meb_iys_dosyalar/34/35/727267/okulumuz_hakkinda.html
,0,0,0,,,,4,0,,0,,0,0,,0,,,0,0,,,,1,0,0,,0,,,,1,,,-demirtaşpaşa anaokulu,ŞİLE,64,Tamgünveyarımgünolmaküzereikisistemşeklindeuygulanmaktadır.,4,,http://demirtaspasa.meb.k12.tr/meb_iys_dosyalar/34/19/972054/okulumuz_hakkinda.html
,0,0,0,,,,13,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,1,,Konaklar Mah.Şehit Yalçın Aydın Sok. No.2 Yenilevent/Beşiktaş,-dikilitaş mehmetçik i̇mam hatip ortaokulu,BEŞİKTAŞ,319,Normal,31,,http://dikilitasmehmetcikiho.meb.k12.tr/meb_iys_dosyalar/34/03/749391/okulumuz_hakkinda.html
,4,2,0,,,,25,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,,-ataşehir d. sabancı mesleki ve teknik anadolu lisesi,Tüm ilçeler,1850,İkilieğitim,72,,http://dileksabanci.meb.k12.tr/meb_iys_dosyalar/34/34/969906/okulumuz_hakkinda.html
,0,1,0,ADSL(1Mbit),,Okulumuzdadersler8.30başlayıp15.35tebitmektedir.15.45tenitibarenyetiştirmevedesteklemekurslarıileegzersizçalışmalarıbaşlamaktadır.,36,,3,0,,0,1,,1,,0,0,,,,,,,0,,1,,,,0,,,-dilnihat özyeğin anadolu lisesi,BEYOĞLU,849,,49,"OkulumuzunbulunduğuyerileTaksimarası2,348km´dir.",http://dilnihatandl.meb.k12.tr/meb_iys_dosyalar/34/05/972863/okulumuz_hakkinda.html
,2,1,1,,,,24,1,,0,,1,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,Bağlarbaşı Mahallesi Sipahiler Caddesi No 29 Gaziosmanpaşa / İstanbul,-dobruca ortaokulu,GAZİOSMANPAŞA,629,İkiliÖğretim,37,,http://dobrucaortaokulu.meb.k12.tr/meb_iys_dosyalar/34/11/741826/okulumuz_hakkinda.html
,0,1,0,,,,21,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Doğa Ortaokulu Atakent Mh. 1. Etap 3.Bölge Selçuklu Cd. No 29 Halkalı/Küçükçekmece/İSTANBUL,-halkalı doğa ortaokulu,KÜÇÜKÇEKMECE,1434,,68,,http://dogaortaokulu.meb.k12.tr/meb_iys_dosyalar/34/15/740943/okulumuz_hakkinda.html
,1,0,0,,,,24,2,,0,,1,1,,1,,,0,1,,,,2,1,0,,1,,,,1,,Kocamustafapaşa Cad. No 120 CERRAHPAŞA / FATİH/ İSTANBUL,-davutpaşa anadolu lisesi,FATİH,720,Tekli,49,,http://dpl.meb.k12.tr/meb_iys_dosyalar/34/10/160368/okulumuz_hakkinda.html
,2,1,0,,,,30,1,,0,,1,1,,0,,,0,0,,,,3,1,0,,0,,,,1,,,-dr. ayla savaş ortaokulu,BEYLİKDÜZÜ,1228,TamGün,58,,http://draylasavas.meb.k12.tr/meb_iys_dosyalar/34/37/750440/okulumuz_hakkinda.html
,0,1,0,ADSL(8Mbit),,07:20-18:00,39,,1,0,Doğalgaz,0,1,,1,Yok.,0,0,0,,,,0,0,0,,0,,,,0,,,-dr cemil - fevziye özkaya i̇lkokulu,BAĞCILAR,1653,İkiliÖğretim,50,Okulumuzilçemerkezine3kmuzaklıktadır.,http://drcemil.meb.k12.tr/meb_iys_dosyalar/34/27/311418/okulumuz_hakkinda.html
,0,1,1,,,,31,1,,0,,1,1,,1,,,0,0,,,,1,0,0,,0,,,,0,,Demirkapı Mah. Bağcılar Asfaltı Cad. No157/1 Bağcılar/İSTANBUL,-dr cemi̇l - fevzi̇ye özkaya ortaokulu,BAĞCILAR,1240,İkiliÖğretim,44,,http://drcemilortaokulu.meb.k12.tr/meb_iys_dosyalar/34/27/742648/okulumuz_hakkinda.html
,0,1,0,,,,22,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Sefaköy İnönü Mah. Cihan Cad. No.40 Küçükçekmece/İstanbul,-dr hulusi behçet ortaokulu,KÜÇÜKÇEKMECE,1651,İkiliÖğretim,73,,http://drhulusibehcetortaokulu.meb.k12.tr/meb_iys_dosyalar/34/15/740968/okulumuz_hakkinda.html
,0,0,1,,,,22,0,,0,,1,1,,0,,,0,0,,,,0,0,0,,0,,,,0,,Davutpaşa Mahallesi 64. Sokak No41 Esenler  İSTANBUL,-dr i̇lhami faydagör i̇lkokulu,Tüm ilçeler,1100,TamGünEğitim,22,,http://drilhamifaydagorilkokulu.meb.k12.tr/meb_iys_dosyalar/34/33/742431/okulumuz_hakkinda.html
,1,0,0,,,,18,0,,0,,0,1,,1,,,0,0,,,,1,0,0,,0,,,,0,,Davutpaşa Mahallesi 64.sok No41 Esenler/İstanbul,-dr i̇lhami faydagör ortaokulu,Tüm ilçeler,764,İkiliÖğretim,21,,http://drilhamifaydagorortaokulu.meb.k12.tr/meb_iys_dosyalar/34/33/742430/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,08:45-14:05,29,,1,0,doğalgaz,0,1,,0,zemindestüdyodaire,1,0,,,,,,,0,,0,,,,1,,,-dr.lütfü kırdar i̇lkokulu,GÜNGÖREN,830,tamgün,41,"İlmerkezine8km,ilçemerkezine3kmuzaklıktadır.",http://drlutfukirdario.meb.k12.tr/meb_iys_dosyalar/34/29/728704/okulumuz_hakkinda.html
,3,1,0,,,,40,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Bahçelievler mah. Naci Kasım cd. Erde Sk. No 9 Bahçelievler  İSTANBUL,-dr. refik saydam ortaokulu,BAHÇELİEVLER,1948,İkili,106,,http://drrefiksaydam.meb.k12.tr/meb_iys_dosyalar/34/28/307270/okulumuz_hakkinda.html
,1,0,1,,,,28,0,,0,,1,1,,0,,,0,1,,,,2,1,0,,0,,,,0,,Veliefendi Mah. 114 S. No5/2 Zeytinburnu/İSTANBUL,-dr. reşit galip i̇lkokulu,ZEYTİNBURNU,1327,İKİLİ,65,,http://drresitgalipilkokulu.meb.k12.tr/meb_iys_dosyalar/34/24/731665/okulumuz_hakkinda.html
,1,1,0,,,,22,3,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,,-dr. sadık ahmet mesleki ve teknik anadolu lisesi,Tüm ilçeler,615,Normal,35,,http://drsadikahmetasmlisesi.meb.k12.tr/meb_iys_dosyalar/34/13/751449/okulumuz_hakkinda.html
