,Atölye-İşlik,BTSınıfı,Bahçe,Bağlantı,BilimselEtkinlikler,DersBaşlamaveBitiş,Derslik,FenLabaratuarı,FenLaboratuarı,HazırlıkSınıfı,IsınmaŞekli,Kantin,KonferansSalonu,KontenjanBilgileri,Kütüphane,LojmanBilgisi,LojmanSayısı,Misafirhane,MüzikSınıfı,OkulunYGS/LYSBaşarıDurumu,PansiyonBilgisi,ProjeÇalışmaları,RehberÖğretmen,ResimSınıfı,Revir,ServisBilgisi,SporSalonu,SportifEtkinlikler,Taban-TavanPuanBilgileri,YABANCIDIL,Yemekhane,YurtdışıProjeFaaliyetleri,adres,isim,semt,Öğrenci,ÖğretimŞekli,Öğretmen,İlveİlçeMerkezineUzaklık,url
,3,1,1,,,,18,1,,0,,1,1,,1,,,0,1,,,,2,1,0,,1,,,,0,,Merkez Mah. Şehit Mtihat Yılmaz Cd. Numara95 Sarıyer / İstanbul,-sarıyer ortaokulu,SARIYER,1079,İkiliÖğretim,72,,http://sariyerortaokulu.meb.k12.tr/meb_iys_dosyalar/34/17/739011/okulumuz_hakkinda.html
,0,0,0,,,,0,0,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,Çamlıtepe mah. Ulu Cad. Okul Sok. No 12 Sarıyer/İstanbul,-sarıyer rehberlik ve araştırma merkezi,SARIYER,0,,0,,http://sariyerram.meb.k12.tr/meb_iys_dosyalar/34/17/231198/okulumuz_hakkinda.html
,0,0,1,,,,12,0,,0,,1,1,,0,,,0,0,,,,1,0,0,,0,,,,1,,Sait Halimpaşa Cad. No40  YeniköySarıyer / İstanbul,-yeniköy i̇lkokulu,SARIYER,348,NormalEğitim,16,,http://sariyeryenikoyilkokulu.meb.k12.tr/meb_iys_dosyalar/34/17/738970/okulumuz_hakkinda.html
,2,0,0,,,,13,0,,0,,1,0,,1,,,0,0,,,,2,0,0,,1,,,,0,,,-hamidiye etfal mesleki ve teknik anadolu lisesi,ŞİŞLİ,501,Tamgün,38,,http://sasml.meb.k12.tr/meb_iys_dosyalar/34/20/962992/okulumuz_hakkinda.html
,0,3,0,,,,30,2,,0,,0,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,Uğur Mumcu Mahallesi O cad. 2317 Sok. no19 SULTANGAZİ/İSTANBUL,-sultangazi atatürk mesleki ve teknik anadolu lisesi,SULTANGAZİ,1610,İkili,72,,http://sataturkmtal.meb.k12.tr/meb_iys_dosyalar/34/41/751600/okulumuz_hakkinda.html
,0,1,1,,,,23,3,,0,,1,1,,1,,,0,1,,,,0,1,1,,1,,,,1,,Kısıklı mah. Sarıgazi cad. No.49 Üsküdar,-şehi̇t ayşe aykaç anadolu i̇mam hati̇p li̇sesi̇,ÜSKÜDAR,151,TamGün,14,,http://sayseaykackaihl.meb.k12.tr/meb_iys_dosyalar/34/22/762198/okulumuz_hakkinda.html
,0,1,0,,,,26,0,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Akşemsettin Mah. Petrol Yolu cd. No479 Sultanbeyli,-akşemsettin i̇lkokulu,SULTANBEYLİ,1000,İkiliÖğretim,24,,http://sbeyliaksemsettinio.meb.k12.tr/meb_iys_dosyalar/34/31/738789/okulumuz_hakkinda.html
,0,1,0,,,,26,0,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,,-akşemsettin ortaokulu,SULTANBEYLİ,645,,28,,http://sbeyliaksemsettinoo.meb.k12.tr/meb_iys_dosyalar/34/31/738788/okulumuz_hakkinda.html
,0,1,0,,,,15,1,,0,,0,1,,0,,,0,0,,,,0,0,0,,0,,,,0,,,-ertuğrul gazi̇ i̇mam hati̇p ortaokulu,SULTANBEYLİ,380,İkili,19,,http://sbeyliertugrulgaziiho.meb.k12.tr/meb_iys_dosyalar/34/31/760484/okulumuz_hakkinda.html
,0,1,0,,,,32,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,,-namık kemal i̇lkokulu,SULTANBEYLİ,1316,İkili,32,,http://sbeylinamikkemal.meb.k12.tr/meb_iys_dosyalar/34/31/738111/okulumuz_hakkinda.html
,0,0,1,,,,45,0,,0,,1,1,,1,,,0,0,,,,2,0,0,,0,,,,0,,MİMAR SİNAN MAH. HİKMET YAR CAD. OKUL SOK. NO7 SULTANBEYLİ İSTANBUL,-nene hatun i̇lkokulu,SULTANBEYLİ,1240,İKİLİÖĞRENİM,47,,http://sbeylinenehatunilkokulu.meb.k12.tr/meb_iys_dosyalar/34/31/738085/okulumuz_hakkinda.html
,8,1,0,,,,13,2,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,Yeni Mah. Çiftçi Sok. 34570 Silivri/İSTANBUL,-şerife baldöktü mesleki ve teknik anadolu lisesi,SİLİVRİ,638,TekliÖğretim,44,,http://sbkml.meb.k12.tr/meb_iys_dosyalar/34/18/161960/okulumuz_hakkinda.html
,1,1,1,,,,20,2,,0,,1,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,,-mimar sinan ortaokulu,SULTANBEYLİ,452,tekliöğretim,29,,http://sbmimarsinan.meb.k12.tr/meb_iys_dosyalar/34/31/738117/okulumuz_hakkinda.html
,1,0,0,,,,21,1,,0,,0,1,,0,,,0,,,,,,,0,,0,,,,0,,,-süleyman çelebi ortaokulu,Tüm ilçeler,580,TekliÖğretim,35,,http://scelebiortaokulu.meb.k12.tr/meb_iys_dosyalar/34/20/737183/okulumuz_hakkinda.html
,1,1,1,,,,22,2,,0,,1,1,,1,,,0,1,,,,2,1,0,,0,,,,0,,PETROLİŞ MAHALLESİ BEYAZ KÖŞK CADDESİ ELİF SOKAK NO.1 KARTAL       İETT NİN 16/17/16A/133G/133N VE 21A OTOBÜSLERİ VE KADIKÖY  PENDİK MİNİBÜSLERİ İLE BEYAZ KÖŞK CADDESİNDE İNİP 3 DAKİKA İÇERİSİNDE ULAŞABİLİRSİNİZ.,-süleyman demirel anadolu lisesi,KARTAL,638,Normal,50,,http://sdl.meb.k12.tr/meb_iys_dosyalar/34/14/349902/okulumuz_hakkinda.html
,0,4,0,,,,33,0,,0,,0,0,,1,,,0,,,,,,,0,,1,,,,0,,,-tuzla süleyman demirel mesleki ve teknik anadolu lisesi,TUZLA,1047,TEKLİÖĞRETİM,52,,http://sdticaret.meb.k12.tr/meb_iys_dosyalar/34/32/385535/okulumuz_hakkinda.html
,0,1,1,,,,18,0,,0,,1,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,Demirkapı Mah. 1665 Sok. No25 34200 Bağcılar İSTANBUL,-sebahattin zaim i̇mam hatip ortaokulu,BAĞCILAR,1061,İKİLİ,50,,http://sebahattinzaimiho.meb.k12.tr/meb_iys_dosyalar/34/27/734829/okulumuz_hakkinda.html
,1,1,0,,,,52,1,,0,,0,1,,1,,,0,,,,,,,0,,1,,,,0,,Turgut Özal Mah. Oktay Rıfat Cad. No.97 ESENYURT / İSTANBUL,-i̇bb prof dr sebahattin zaim i̇lkokulu,ESENYURT,2550,İKİLİEĞİTİM,95,,http://sebahattinzaimilkokulu.meb.k12.tr/meb_iys_dosyalar/34/39/971951/okulumuz_hakkinda.html
,1,0,1,ADSL(1Mbit),,12:40-17:50,10,,1,0,DOĞALGAZKALORİFER,1,1,,1,,0,0,0,,,,1,0,0,,0,,,,0,,,-sedat simavi i̇lkokulu,BEYKOZ,325,İKİLİ,11,İlçemerkezine10dakikauzaklıktadır.,http://sedatsimaviilkokulu.meb.k12.tr/meb_iys_dosyalar/34/04/733301/okulumuz_hakkinda.html
,0,0,0,,,,9,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Kanlıca Mah.İbrahim Paşa Cad.No.5 BEYKOZ/İSTANBUL,-sedat simavi ortaokulu,BEYKOZ,317,İkili,14,,http://sedatsimaviortaokulu.meb.k12.tr/meb_iys_dosyalar/34/04/733300/okulumuz_hakkinda.html
,0,1,1,,,,33,1,,0,,1,1,,1,,,0,0,,,,1,0,0,,1,,,,0,,Inönü Mah. Erler Cad.Çagdas Sok. N044 34295..  İNÖNÜ S.S.K  hastanesinin  400 metre aşağısında,-75. yıl sefaköy i̇mam hatip ortaokulu,KÜÇÜKÇEKMECE,1080,TAMGÜN,42,,http://sefakoy75ortaokulu.meb.k12.tr/meb_iys_dosyalar/34/15/732142/okulumuz_hakkinda.html
,2,1,1,,,,24,3,,0,,1,1,,1,,,0,1,,,,2,1,0,,0,,,,0,,Gültepe Mah. Reyhan Cad. Sefaköy Anadolu Lisesi No25 Sefaköy Küçükçekmece İSTANBUL Türkiye,-sefaköy anadolu lisesi,KÜÇÜKÇEKMECE,915,"AnadoluLisesitamgüneğitimalıyor.
DüzLiseikilieğitimalıyor.",62,,http://sefakoyanadolulisesi.meb.k12.tr/meb_iys_dosyalar/34/15/158361/okulumuz_hakkinda.html
,0,1,1,,,,27,1,,0,,1,1,,0,,,0,0,,,,3,0,0,,0,,,,0,,Kemalpaşa Mahallesi Turna sokak No 28  Sefaköy  Küçükçekmece  İstanbul/ Türkiye 34290   ,-mustafa kemal paşa ortaokulu,KÜÇÜKÇEKMECE,1050,İkiliÖğretim,65,,http://sefakoykemalpasaoo.meb.k12.tr/meb_iys_dosyalar/34/15/740851/okulumuz_hakkinda.html
,0,0,1,ADSL(1Mbit),,Sabah:08:00-12:55,22,,0,0,Doğalgaz,1,1,,0,,0,0,0,,,,1,0,0,,0,,,İngilizce,0,,,-sefaköy 100. yıl i̇lkokulu,KÜÇÜKÇEKMECE,1370,İkiliÖğretim,50,"Okul,KüçükçekmeceilçesiSefaköysemtinebağlıİnönüMahallesiMaslakçeşmeCaddesiüzerindedir.Semtmerkezineyaklaşık1kmuzaklıktadır.",http://sefakoyyuzuncuyil.meb.k12.tr/meb_iys_dosyalar/34/15/740789/okulumuz_hakkinda.html
,0,0,1,,,,20,0,,0,,1,1,,1,,,0,0,,,,0,0,0,,1,,,,0,,Yenidoğan Mahallesi Ergene Sokak No6 Sancaktepe/İSTANBUL ,-şehit abdullah tayyip olçok i̇mam hatip ortaokulu,SANCAKTEPE,880,İkiliEğitim,41,,http://sehitabdullahtayyipolcok-iho.meb.k12.tr/meb_iys_dosyalar/34/40/750458/okulumuz_hakkinda.html
,0,1,1,,,,7,1,,0,,1,1,,1,,,0,2,,,,1,2,1,,1,,,,1,,Yenişehir Mah. Fehim Sok. No 3 Atlantis AVM Arkası Kurtköy  Pendik  İstanbul,-şehi̇t adi̇l büyükcengi̇z anadolu i̇mam hati̇p li̇sesi̇,PENDİK,160,NORMALÖĞRETİM,15,,http://sehitadilbcaihl.meb.k12.tr/meb_iys_dosyalar/34/16/762191/okulumuz_hakkinda.html
,0,0,0,,,,0,0,,0,,1,1,,1,,,0,0,,,,0,0,0,,0,,,,0,,MEVLANA MAH.  YILDIRIM BEYAZIT CAD. NO3/3 ESENYURT / İSTANBUL,-şehi̇t ahmet kocabay anadolu i̇mam hati̇p li̇sesi̇,ESENYURT,0,TAMGÜN,0,,http://sehitahmetkocabayaihl.meb.k12.tr/meb_iys_dosyalar/34/39/762945/okulumuz_hakkinda.html
,0,0,1,,,,27,0,,0,,0,1,,1,,,1,0,,,,0,0,0,,1,,,,1,,Barbaros M. Morsümbül S. No 4 ATAŞEHİR,-şehi̇t akin sertçeli̇k anadolu i̇mam hati̇p li̇sesi̇,ATAŞEHİR,529,NORMALEĞİTİM,32,,http://sehitakinsertcelikaihl.meb.k12.tr/meb_iys_dosyalar/34/34/762177/okulumuz_hakkinda.html
,0,0,1,ADSL(1Mbit),,09:00-14:20,36,,0,0,,1,1,,1,,0,0,0,,,Okulumuzda2016-2017eğitimöğretimyılındaaktifolarakyürütülenprojeler,2,0,0,,1,Okulumuzunsporsalonundahafatiçi14:3016:30saatleriarasında;,,,0,,,-şehit askeri çoban i̇lkokulu,ÜMRANİYE,1071,NORMAL,44,"İlçemerkezine2,3km,ilmerkezine23,4km",http://sehitaskericoban.meb.k12.tr/meb_iys_dosyalar/34/21/731636/okulumuz_hakkinda.html
,0,1,1,,,,27,1,,0,,1,1,,1,,,0,1,,,,2,1,0,,1,,,,1,,Cumhuriyet Mahallesi D100 Karayolu Caddesi No370 Büyükçekmece / İSTANBUL,-şehit batuhan ergin anadolu lisesi,BÜYÜKÇEKMECE,507,Tekli,40,,http://sehitbatuhanergin.meb.k12.tr/meb_iys_dosyalar/34/06/966273/okulumuz_hakkinda.html
,0,0,0,,,,45,1,,0,,0,0,,1,,,0,,,,,,,0,,1,,,,1,,,-şehit bilal özcan i̇lkokulu,BEYLİKDÜZÜ,1650,Normal,55,,http://sehitbilalozcanilkokulu.meb.k12.tr/meb_iys_dosyalar/34/37/733252/okulumuz_hakkinda.html
,0,1,0,,,,29,1,,0,,0,0,,1,,,0,,,,,,,0,,0,,,,0,,,-şehit binbaşı bedir karabıyık i̇lkokulu,KÜÇÜKÇEKMECE,1603,İKİLİ,51,,http://sehitbinbasiio.meb.k12.tr/meb_iys_dosyalar/34/15/874208/okulumuz_hakkinda.html
,0,0,0,,,,27,0,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,Uğurmumcu Mahallesi Fatih Sultan Mehmet Caddesi No15 Yakacık / Kartal / İSTANBUL,-kartal şehit burak cantürk mesleki ve teknik anadolu lisesi,KARTAL,1098,,62,,http://sehitburakcanturkmtal.meb.k12.tr/meb_iys_dosyalar/34/14/813185/okulumuz_hakkinda.html
,0,0,1,,,,20,0,,0,,1,1,,1,,,0,0,,,,1,0,1,,1,,,,1,,Zümrütevler Mahallesi Mimozacı Sokak No22 Maltepe İstanbul,-şehi̇t burhan öner i̇lkokulu,MALTEPE,295,TamGün,20,,http://sehitburhanoner.meb.k12.tr/meb_iys_dosyalar/34/30/762458/okulumuz_hakkinda.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-şehit cengiz hasbal ortaokulu,ÜSKÜDAR,,,,,http://sehitcengizhasbalort.meb.k12.tr/meb_iys_dosyalar/34/22/736288/okulumuz_hakkinda.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-şehit cengiz hasbal ortaokulu,Tüm ilçeler,,,,,http://sehitcengizhasbalortaokulu.meb.k12.tr/meb_iys_dosyalar/34/34/727380/okulumuz_hakkinda.html
,0,1,0,,,,23,2,,0,,0,1,,0,,,0,0,,,,2,0,0,,0,,,,0,,,-şehit cengiz sarıbaş mesleki ve teknik anadolu lisesi,BAHÇELİEVLER,751,TamGün,34,,http://sehitcengizsaribasmtalisesi.meb.k12.tr/meb_iys_dosyalar/34/28/745853/okulumuz_hakkinda.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-şehit emrah sağaz i̇lkokulu,Tüm ilçeler,,,,,http://sehitemrahsagazilkokulu.meb.k12.tr/meb_iys_dosyalar/34/33/742455/okulumuz_hakkinda.html
,2,1,0,,,,24,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Zümrütevler mh. Karaca Cd. Solmaz Sk. No6 Maltepe / İstanbul,-şehit er çağlar mengü anadolu i̇mam hatip lisesi,MALTEPE,717,Normal,44,,http://sehitercaglarmenguaihl.meb.k12.tr/meb_iys_dosyalar/34/30/748791/okulumuz_hakkinda.html
,0,0,0,,,,35,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Hürriyet Mh. Kavaktepe Sk. No1 Yenibosna/Bahçelievler/İstanbul,-şehit erhan bulut ortaokulu,BAHÇELİEVLER,1270,Sabahçı-Öğlenci,46,,http://sehiterhanbulutortaokulu.meb.k12.tr/meb_iys_dosyalar/34/28/742540/okulumuz_hakkinda.html
,0,0,0,,,,31,0,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,0,,Şehit Er Müslüm Zengin İlkokulu Halkalı Merkez Mh.Orhangazi Sk.No2 Küçükçekmece/İSTANBUL,-şehit er müslümzengin i̇lkokulu,KÜÇÜKÇEKMECE,1085,TAMGÜN,45,,http://sehitermuslumzenginio.meb.k12.tr/meb_iys_dosyalar/34/15/740758/okulumuz_hakkinda.html
,1,1,1,,,,24,1,,0,,1,1,,1,,,0,1,,,,0,1,1,,1,,,,1,,ATAKENT MH. REŞİTPAŞA CD. NO.28 ÜMRANİYE/İSTANBUL,-şehit erol i̇nce kız anadolu i̇mam hatip lisesi,ÜMRANİYE,100,TAMGÜN,8,,http://sehiterolincekaihl.meb.k12.tr/meb_iys_dosyalar/34/21/762195/okulumuz_hakkinda.html
,9,1,1,,,,24,1,,0,,1,1,,0,,,0,0,,,,1,0,0,,0,,,,0,,,-şehit erol olçok mesleki ve teknik anadolu lisesi,BAHÇELİEVLER,878,TAMGÜN,38,,http://sehiterololcokmtal.meb.k12.tr/meb_iys_dosyalar/34/28/752722/okulumuz_hakkinda.html
,0,0,0,,,,16,0,,0,,0,0,,0,,,0,,,,,,,0,,0,,,,0,,,-şehit er ersin güner i̇lkokulu,BEYKOZ,476,,21,,http://sehitersingunerilkokulu.meb.k12.tr/meb_iys_dosyalar/34/04/733299/okulumuz_hakkinda.html
,1,1,0,,,,12,1,,0,,0,1,,1,,,0,,,,,,,0,,0,,,,1,,Göztepe Mah.Göksu Evleri Begonya Sok. No77 Anadoluhisarı Beykoz İSTANBUL,-şehit er ersin güner ortaokulu,BEYKOZ,395,TamGünEğitim,19,,http://sehitersingunerortaokulu.meb.k12.tr/meb_iys_dosyalar/34/04/733297/okulumuz_hakkinda.html
,0,1,0,ADSL(1Mbit),,07.20-12.40,27,,1,0,Doğalgaz,0,1,,1,,0,0,,,,,,,0,,1,,,,0,,,-şehit er tuncay türken ortaokulu,ARNAVUTKÖY,2410,İkiliÖğretim,43,İlçemerkezine2km.,http://sehitertuncayturken.meb.k12.tr/meb_iys_dosyalar/34/35/735402/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,09:00Giriş14:20Çıkış,30,,0,0,Doğalgazkalorifer,0,1,,1,,0,0,,,,,,,0,,1,,,,1,,,-şehi̇t er yildiray bi̇roğlu i̇lkokulu,KARTAL,830,Tamgün,37,İlçeMerkezi,http://sehiteryildiraybiroglu.meb.k12.tr/meb_iys_dosyalar/34/14/741065/okulumuz_hakkinda.html
,0,1,0,ADSL(16Mbitveüzeri),,,35,,2,0,DOĞALGAZ,0,1,,1,,0,0,,,,,,,0,,0,,,,0,,,-şehit eyüp çolakoğlu i̇lkokulu,AVCILAR,1118,İKİLİ,38,15km,http://sehiteyupcolakogluilkokulu.meb.k12.tr/meb_iys_dosyalar/34/26/743417/okulumuz_hakkinda.html
,0,1,2,,,,26,3,,0,,1,1,,1,,,0,1,,,,1,1,1,,3,,,,1,,Yeniköy Mh. Bağlar Mevkii Altınordu Cd. No.35 SARIYER/İSTANBUL,-şehi̇t fati̇h satir anadolu i̇mam hati̇p li̇sesi̇,SARIYER,60,,8,,http://sehitfatihsatiraihl.meb.k12.tr/meb_iys_dosyalar/34/17/762192/okulumuz_hakkinda.html
,0,1,1,,,,26,3,,0,,1,1,,1,,,0,0,,,,1,1,0,,1,,,,1,,,-eyüp şehit furkan doğan anadolu i̇mam hatip lisesi,EYÜP,370,Tamgün.,8,,http://sehitfurkandoganaihl.meb.k12.tr/meb_iys_dosyalar/34/09/760293/okulumuz_hakkinda.html
,0,0,0,,,,25,1,,0,,0,0,,0,,,0,0,,,,0,0,0,,0,,,,0,,Tahtakale Mah.Çilek Sok.No31 Avcılar/İSTANBUL,-şehit hacı mehmet sırma i̇mam hatip ortaokulu,AVCILAR,900,İkili(Sabahçı),30,,http://sehithacimehmetsirmaiho.meb.k12.tr/meb_iys_dosyalar/34/26/734806/okulumuz_hakkinda.html
,1,1,1,,,,7,1,,0,,1,1,,1,,,1,1,,,,1,1,1,,1,,,,1,,Başak mah. Mevlana Celaleddin Rumi cad. No 2/1 5.Etap Başakşehir ,-şehit haki aras kız anadolu i̇mam hatip lisesi,BAŞAKŞEHİR,170,Normal,14,,http://sehithakiaraskaihl.meb.k12.tr/meb_iys_dosyalar/34/36/762182/okulumuz_hakkinda.html
,0,1,1,,,,20,1,,0,,1,1,,1,,,1,1,,,,1,1,0,,1,,,,1,,Kocatepe Mah. Gümrük İskelesi Caddesi No52 Bayrampaşa  İSTANBUL,-şehi̇t hali̇l i̇brahi̇m yildirim anadolu i̇mam hati̇p li̇sesi̇,BAYRAMPAŞA,128,Tamgün,12,,http://sehithalilibrahimyildirimaihl.meb.k12.tr/meb_iys_dosyalar/34/25/762185/okulumuz_hakkinda.html
,0,0,0,ADSL(1Mbit),,,8,,0,0,,0,0,,0,,0,0,0,,,,0,0,0,,0,,,,0,,,-şehit halil kantarcı anaokulu,ÜSKÜDAR,93,,7,14km.,http://sehithalilkantarcianaokulu.meb.k12.tr/meb_iys_dosyalar/34/22/762136/okulumuz_hakkinda.html
,0,1,0,,,,20,1,,1,,1,1,,1,,,0,1,,,,2,0,0,,1,,,,0,,Seyfibaba sokak No 3 Rüzgarlıbahçe mah. Beykoz/Kavacık/İSTANBUL,-şehit hasan kaya ortaokulu,BEYKOZ,620,TamGünEğitim,34,,http://sehithasankayaortaokulu.meb.k12.tr/meb_iys_dosyalar/34/04/731969/okulumuz_hakkinda.html
,0,0,0,,,,22,0,,0,,1,0,,0,,,0,0,,,,1,0,0,,0,,,,0,,Esenler Şehit Hüseyin Kısa Ortaokulu Birlik Mah. Kazım Karabekir Cad.No168 Esenler / İSTANBUL,-şehit hüseyin kısa ortaokulu,ESENLER,1000,TAMGÜN,39,,http://sehithuseyinkisa.meb.k12.tr/meb_iys_dosyalar/34/33/742437/okulumuz_hakkinda.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-şehit hüseyin tunç özel eğitim i̇ş uygulama merkezi okulu,BEŞİKTAŞ,,,,,http://sehithuseyintuncozelegitimis.meb.k12.tr/meb_iys_dosyalar/34/03/749360/okulumuz_hakkinda.html
,0,1,1,,,,22,2,,0,,1,1,,1,,,0,0,,,,2,0,0,,1,,,,0,,,-şehit i̇brahim cengiz i̇mam hatip ortaokulu,MALTEPE,570,Tekliöğretim,39,,http://sehitibrahimcengizihoo.meb.k12.tr/meb_iys_dosyalar/34/30/734623/okulumuz_hakkinda.html
,0,0,1,ADSL(1Mbit),,08:00--17:00,3,,0,0,DOĞALGAZ,0,1,,1,,0,0,1,,YOK,,1,1,0,,1,,,İNGİLİZCE,1,,,-şehi̇t i̇brahi̇m yilmaz anaokulu,ZEYTİNBURNU,50,,3,OkulumuzİlveİlçeMerkezineyüreyerek30dakikamesafededir.Metroveotobüsduraklarına5dk.mesafededir.,http://sehitibrahimyilmazanaokulu.meb.k12.tr/meb_iys_dosyalar/34/24/762137/okulumuz_hakkinda.html
,0,1,1,,,,20,5,,0,,1,1,,1,,,0,1,,,,1,1,1,,1,,,,1,," Aydınevler Mahallesi  Dumlupınar Sokak No22, Maltepe/Istanbul",-şehi̇t i̇lhan varank fen li̇sesi̇,MALTEPE,150,TAMGÜN,18,,http://sehitilhanvarankfenlisesi.meb.k12.tr/meb_iys_dosyalar/34/30/762437/okulumuz_hakkinda.html
,0,1,1,,,,19,1,,0,,1,1,,1,,,0,0,,,,3,1,0,,0,,,,0,,ŞEHİT KADER SİVRİ ORTAOKULU YAVUZTÜRK MAH.GAZANFER SOK.NO76 ÜSKÜDAR/İSTANBUL,-şehit kader sivri ortaokulu,ÜSKÜDAR,1168,İkiliÖğretim,77,,http://sehitkadersivriortaokulu.meb.k12.tr/meb_iys_dosyalar/34/22/736214/okulumuz_hakkinda.html
,0,0,1,,,,24,0,,0,,1,1,,0,,,0,0,,,,2,0,0,,0,,,,0,,Elmalıkent Mah. Eşref Bitlis Cad. Şirin Sk. No7  ÜmraniyeİSTANBUL,-şehit köksal karmil ortaokulu,ÜMRANİYE,650,TAMGÜN,26,,http://sehitkoksalkarmil.meb.k12.tr/meb_iys_dosyalar/34/21/733650/okulumuz_hakkinda.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-şehit köksal karmil i̇mam hatip ortaokulu,ÜMRANİYE,,,,,http://sehitkoksalkarmiliho.meb.k12.tr/meb_iys_dosyalar/34/21/735379/okulumuz_hakkinda.html
,0,0,1,,,,26,1,,0,,1,1,,1,,,0,0,,,,2,0,0,,0,,,,0,,Güneştepe Mahallesi Yavuz Selim Cad. Uğurlu Sok. No2 Güngören/İstanbul,-şehitler i̇lkokulu,GÜNGÖREN,1560,İkiliÖğretim,60,,http://sehitlerilk.meb.k12.tr/meb_iys_dosyalar/34/29/741698/okulumuz_hakkinda.html
,2,1,1,,,,9,1,,0,,0,1,,1,,,0,3,,,,0,1,1,,1,,,,1,,Kocasinan Mahallesi Mahmutbey Yolu Tavukçu Sokak No1 Bahçelievler İSTANBUL,-şehi̇t mahi̇r ayabak i̇mam hati̇p ortaokulu,BAHÇELİEVLER,259,TAMGÜNEĞİTİM,16,,http://sehitmahirayabakiho.meb.k12.tr/meb_iys_dosyalar/34/28/762555/okulumuz_hakkinda.html
,0,1,1,,,,33,1,,0,,0,1,,1,,,0,1,,,,1,1,1,,1,,,,2,,Atakent Mh. Soyak Olimpiakent Sitesi 228. Sk. No4 Küçükçekmece/İSTANBUL,-şehi̇t mehmet güder anadolu i̇mam hati̇p li̇sesi̇,KÜÇÜKÇEKMECE,287,Okulumuzdatekliöğretimyapılmaktadır.,25,,http://sehitmehmetguderaihl.meb.k12.tr/meb_iys_dosyalar/34/15/762188/okulumuz_hakkinda.html
,0,1,2,,,,28,3,,0,,0,2,,1,,,1,0,,,,1,0,1,,1,,,,1,,Bahçelievler Mh. Erde Sk. No13 Bahçelievler/İSTANBUL,-şehit mehmet karaaslan anadolu i̇mam hatip lisesi,BAHÇELİEVLER,160,TamZamanlı,15,,http://sehitmehmetkaraaslanaihl.meb.k12.tr/meb_iys_dosyalar/34/28/762181/okulumuz_hakkinda.html
,5,0,1,,,,10,0,,0,,0,1,,0,,,0,1,,,,0,1,1,,1,,,,1,,,-şehi̇t mehmet şefi̇k şefkatli̇oğlu anaokulu,Tüm ilçeler,200,İkili,10,,http://sehitmehmetsefiksefkatlioglu.meb.k12.tr/meb_iys_dosyalar/34/06/762134/okulumuz_hakkinda.html
,0,0,1,,,,3,2,,0,,1,0,,1,,,1,0,,,,1,0,1,,0,,,,1,,Adil Mahallesi Polenez Caddesi Nu.9 Sultanbeyliİstanbul,-şehi̇t muhammed fazli demi̇r anadolu i̇mam hati̇p li̇sesi̇,SULTANBEYLİ,68,,13,,http://sehitmfazlidemirandihl.meb.k12.tr/meb_iys_dosyalar/34/31/762194/okulumuz_hakkinda.html
,0,1,1,,,,32,1,,0,,1,1,,1,,,0,0,,,,1,0,0,,0,,,,0,,Fatih Mahallesi 204. Sokak No89 Esenler/İSTANBUL,-şehit muhammed aksu i̇mam hatip ortaokulu,Tüm ilçeler,1539,İkiliöğretim,33,,http://sehitmuhammedaksuiho.meb.k12.tr/meb_iys_dosyalar/34/33/742424/okulumuz_hakkinda.html
,0,0,1,ADSL(16Mbitveüzeri),,09.00-14.25,0,,1,0,Doğalgaz,0,1,,0,,0,0,1,,Yok,,0,1,1,Var,1,"Futbol,Basketbol,Voleybol,Aikido,Jimnastik,Tenis",,İngilizce,1,,,-başakşehi̇r şehi̇t muhammed eymen demi̇rci̇ i̇lkokulu,BAŞAKŞEHİR,0,Normal,0,İlçeMilliEğitim-1km,http://sehitmuhammedeymendemirciio.meb.k12.tr/meb_iys_dosyalar/34/36/762466/okulumuz_hakkinda.html
